,time,weekday,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,sleep
95,2014-05-07 17:00:00,2,7.0,2.0,0.0,0.0,201.86800003051758,0.0,0.0,15.045000000000002,84.62700000000001,0.0,0.0,0.0,0.0,12.365,83.449,0.0,0.0,6.047,,9.756795277777778
96,2014-05-07 23:00:00,2,7.0,0.0,1.0,0.0,547.1570010185237,0.0,0.0,114.67200000000001,381.591,0.0,0.0,0.0,0.0,39.455,11.044,0.0,0.0,0.0,,9.756795277777778
97,2014-05-08 10:00:00,3,8.0,1.0,1.0,0.0909090909090909,1264.8030004501343,0.0,1.0,448.25899999999996,802.268,0.0,0.0,0.0,0.0,11.034,0.0,0.0,0.0,3.03,,17.03536
98,2014-05-08 12:00:00,3,8.0,1.0,,0.0,536.8810002803805,1.0,0.0,106.459,280.48,0.0,0.0,0.0,0.0,9.976,139.714,0.0,0.0,0.0,,17.03536
99,2014-05-08 15:00:00,3,7.0,1.0,1.0,0.0083333333333333,301.815000295639,1.0,0.0,146.838,141.547,0.0,0.0,0.0,0.0,7.221,6.037,0.0,0.0,0.0,,17.03536
100,2014-05-08 21:00:00,3,5.0,-1.0,,0.142857142857143,301.537999629974,0.0,0.0,34.198,222.902,0.0,0.0,0.0,0.0,19.256999999999998,25.162999999999997,0.0,0.0,0.0,,17.03536
101,2014-05-09 09:00:00,4,8.0,,,0.0084745762711864,2892.719000816347,0.0,0.0,1051.1989999999998,1262.081,473.57899999999995,0.0,0.0,0.0,7.028,0.0,34.145,0.0,0.0,,18.0
102,2014-05-09 12:00:00,4,7.0,-2.0,1.0,0.0169491525423729,1052.6600003242486,0.0,0.0,330.174,767.595,0.0,0.0,0.0,0.0,19.136,0.0,0.0,0.0,0.0,,18.0
103,2014-05-09 15:00:00,4,8.0,-1.0,1.0,0.0084033613445378,1067.0759994983673,2.0,0.0,187.35400000000004,761.1539999999999,0.0,0.0,0.0,80.935,37.366,0.0,0.0,0.0,0.0,,18.0
104,2014-05-09 19:00:00,4,7.0,-2.0,1.0,0.23728813559322,582.6390004158023,0.0,0.0,100.675,343.242,0.0,0.0,0.0,127.179,8.193,0.0,0.0,0.0,3.205,,18.0
105,2014-05-09 23:00:00,4,7.0,,,0.075,86.59399986267088,0.0,0.0,14.782,60.62200000000001,0.0,0.0,0.0,0.0,11.041,0.0,0.0,0.0,0.0,,18.0
106,2014-05-10 09:00:00,5,8.0,1.0,1.0,0.183333333333333,3183.4610002040854,0.0,0.0,495.224,2161.487,37.429,0.0,0.0,0.0,19.094,656.874,0.0,0.0,0.0,,21.464055
107,2014-05-10 12:00:00,5,7.0,1.0,,0.0,827.460999250412,5.0,0.0,258.139,555.384,0.0,0.0,0.0,0.0,8.234,5.220000000000001,0.0,0.0,0.0,,21.464055
108,2014-05-10 18:00:00,5,7.0,-1.0,,0.25,1474.8169996738436,2.0,0.0,3819.8990000000003,979.1030000000001,0.0,0.0,0.0,0.0,9.128,68.307,0.0,0.0,0.0,,21.464055
